license_number,application_number,business_name,my_business_name_sixletters,license_type,all_packets_submitted_dt,application_fee,lic_fee_amount,dbe,cnb_dt_of_final_licensure,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_address_2,business_city,business_state,business_zipcode,my_business_zipcode,,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,dph_rmd_number,name_of_rmd,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zip_code,establishment_county,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,dba_name,dba_registration_city,cooperative_total_canopy,cooperative_cultivation,cultivation_tier,establishment_activities,establishment_cultivation,app_create_date,my_longitude,latitude,my_latitude,longitude,disability_owned_business,lesbian_gay_bisexual_and_transgender_owned_business,minority_owned_business,veteran_owned_business,woman_owned_business,not_a_dbe,county_geocoded_column_1
MR282766,MRN282766,GTE Franklin LLC,GTE Fr,Marijuana Retailer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,120 Bergeron Way,,Stoughton,MA,2072,02072,,120 Bergeron Way,,Stoughton,MA,2072,,,1256 West Central St,,Franklin,MA,2038,,"4,000",9,Yes,1372977,,,,,,,,6/8/2019 0:00,-71.44661277,(-71.44661277099993,42.0848391,42.08483909800003),,,1,,,,
MC282510,MCN282510,"J - B.A.M., INC.",J - B.,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,72 DOWNING PKWY BLDG A,,Pittsfield,MA,1201,01201,,P.O. Box 311,,East Otis,MA,1029,,,71 DOWNING PKWY BLDG A,,Pittsfield,MA,1201,,"16,000",8,Yes,1383727,,,,,"Tier 01: up to 5,000 square feet",,,11/24/2019 0:00,-73.1979417,(-73.19794170199998,42.45968653,42.45968652500005),,,,,,1,
MR283066,MRN283066,Fresh Fields Lowell LLC,Fresh ,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,01876,,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,,,1148 Bridge St,,Lowell,MA,1852,,"3,000",126,Yes,1381977,,,,,,,,10/21/2019 0:00,-71.30347937,(-71.30347937099998,42.66328492,42.663284916000066),,,,,,1,
MR281754,MRN281754,"Healthy Pharms, Inc.",Health,Marijuana Retailer,,300,"5,000",Not a DBE,7/17/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,401 E. Main St.,,Georgetown,MA,1833,01833,,401 E. Main St.,,Georgetown,MA,1833,11,"Healthy Pharms, Inc.",401 E. Main Street,,Georgetown,MA,1833,,"65,580",11,No,1341905,Mission Georgetown,Georgetown,,,,,,7/28/2018 0:00,-70.96195529,(-70.96195528799996,42.70663034,42.70663034300003),,,,,,1,
MP281450,MPN281450,"Healthy Pharms, Inc.",Health,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,7/17/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,401 E. Main St.,,Georgetown,MA,1833,01833,,401 E. Main St.,,Georgetown,MA,1833,11,"Healthy Pharms, Inc.",401 E. Main Street,,Georgetown,MA,1833,,"65,580",11,Yes,1341905,,,,,,,,7/28/2018 0:00,-70.96195529,(-70.96195528799996,42.70663034,42.70663034300003),,,,,,1,
MC281364,MCN281364,"THE HIGH END CHOCOLATE COMPANY, LLC",THE HI,Marijuana Cultivator,,"2,000",0,Minority-Owned Business | Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,110 WINTER ST,,HOLYOKE,MA,1040,01040,,PO BOX 151,,HOLYOKE,MA,1041,,,110 WINTER STREET,,Holyoke,MA,1040,,"60,000",18,Yes,1408274,The High End,Holyoke,,,"Tier 04: 20,001 to 30,000 sq. ft",,,5/2/2018 0:00,-72.60251988,(-72.60251988299996,42.19899852,42.19899852400005),,,1,,1,,
MC282347,MCN282347,"Patient Centric of Martha's Vineyard, Ltd.",Patien,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,90 Dr. Fisher Rd.,,West Tisbury,MA,2575,02575,,PO Box 1323,,West Tisbury,MA,2575,1165,"Patient Centric of Martha's Vineyard, Ltd.",90 Dr. Fisher Road,,West Tisbury,MA,2575,,"7,200",11,Yes,1312842,,,,,"Tier 01: up to 5,000 square feet",,,8/21/2019 0:00,-70.66562634,(-70.66562634499996,41.40933276,41.409332762000076),,,,,,1,
MC282454,MCN282454,CastleRock Agricultural Enterprises Incorporated,Castle,Marijuana Cultivator,,"1,500",0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,257 WALNUT HILL RD,,BARRE,MA,1005,01005,,257 WALNUT HILL RD,,BARRE,MA,1005,,,257 Walnut Hill Rd,,Barre,MA,1005,,"397,703",32,Yes,1354902,,,,,"Tier 11: 90,001 to 100,000 sq. ft",,,10/18/2019 0:00,-72.08081908,(-72.08081908199996,42.41723617,42.417236167000056),,,,,,1,
MR281637,MRN281637,"The Verb is Herb, LLC.",The Ve,Marijuana Retailer,,300,"5,000",Not a DBE,2/6/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,74 Cottage St,,Easthampton,MA,1027,01027,,74 Cottage St.,,Easthampton,MA,1027,,,74 Cottage St,,Easthampton,MA,1027,,"1,000",56,Yes,1317103,,,,,,,,6/23/2018 0:00,-72.66598547,(-72.66598547499996,42.2644021,42.26440209500004),,,,,,1,
MR282232,MRN282232,"Four Daughters Compassionate Care, Inc.",Four D,Marijuana Retailer,,300,"10,000",Not a DBE,7/9/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,11 Richards Road,,Plymouth,MA,2360,02360,,415 N. Dearborn St.,4th Floor,Chicago,IL,60654,,"Four Daughters Compassionate Care, Inc.",11 Richards Road,,Plymouth,MA,2360,,"6,000",11,Yes,1342887,Zen Leaf Plymouth,Plymouth,,,,,,12/27/2018 0:00,-70.70793475,(-70.70793475499994,41.95669962,41.95669962200003),,,,,,1,
MR283098,MRN283098,"6 Bricks, LLC.",6 Bric,Marijuana Retailer,,"1,500","10,000",Minority-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,250 Albany Street,,Springfield,MA,1105,01105,,250 Albany Street,,Springfield,MA,1105,,,250 Albany Street,,Springfield,MA,1105,,"7,850",8,Yes,1347188,,,,,,,,11/2/2019 0:00,-72.57512489,(-72.57512488999998,42.12016186,42.12016186300008),,,1,,1,,
MP281899,MPN281899,"Community Gardens, LLC",Commun,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,500 School St,,Mansfield,MA,2048,02048,,2 Clarke Street,,Sharon,MA,2067,,,500 School Street,,Mansfield,MA,2048,,"78,000",9,Yes,1410879,,,,,,,,6/10/2020 0:00,-71.23742821,(-71.23742821199994,42.00938164,42.00938164400003),,,,,,1,
MC281300,MCN281300,Solurge Inc.,Solurg,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,650 Beaulieu Street,,Holyoke,MA,1040,01040,,650 Beaulieu Street,,Holyoke,MA,1040,,Solurge Inc.,650 Beaulieu Street,,Holyoke,MA,1040,,"27,000",3,Yes,1317351,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,4/25/2018 0:00,-72.61764595,(-72.61764594899995,42.19169973,42.19169973000004),,,,,,1,
MC281413,MCN281413,Urban Grown Inc.,Urban ,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,55 Depot Rd,,Hatfield,MA,1038,01038,,81 Shattuck Rd,,Hadley,MA,1035,,,149 Christian Lane,,Whately,MA,1093,,"10,000",4,Yes,1256245,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/8/2018 0:00,-72.6079247,(-72.60792470199993,42.44703999,42.44703999400008),,,,,,1,
MC281970,MCN281970,"BCWC, LLC dba Nova Farms","BCWC, ",Marijuana Cultivator,,200,"1,250",Not a DBE,11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,220 Housatonic Street,,Lee,MA,1238,01238,,220 Housatonic Street,,Lee,MA,1238,,BCWC LLC,1884 North Main Street,1884 North Main Street,Sheffield,MA,1257,,"7,200",14,Yes,1316771,,,,,"Tier 01: up to 5,000 square feet",,,2/6/2019 0:00,-73.36451409,(-73.36451409099993,42.15699232,42.156992323000054),,,,,,1,
MP281435,MPN281435,Top Shelf Cannaseurs LLC,Top Sh,Marijuana Product Manufacturer,,300,"5,000",Veteran-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,11 Brent Drive,,Hudson,MA,1749,01749,,25 Harriman Road,,Hudson,MA,1749,,,11 Brent Drive,,Hudson,MA,1749,,"15,000",10,Yes,1357427,,,,,,,,7/13/2018 0:00,-71.5097404,(-71.50974040499995,42.38725154,42.38725154300005),,,,1,,,
MR282740,MRN282740,"Ganesh Wellness, Inc.",Ganesh,Marijuana Retailer,,300,"10,000",Minority-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,47 High Street,Suite 432,Medford,MA,2155,02155,,65 West Boylston St,,West Boylston,MA,1583,,,238 Lafayette Road,,Salisbury,MA,1952,,"3,880",14,Yes,1429524,Campfire Cannabis,Salisbury,,,,,,5/27/2019 0:00,-70.86908179,(-70.86908178899996,42.87148482,42.871484818000056),,,1,,1,,
MC282047,MCN282047,"Pharmacannis Massachusetts, Inc.",Pharma,Marijuana Cultivator,,600,"30,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,465 Hopping Brook Rd,,Holliston,MA,1746,01746,,190 South LaSalle,29th Floor,Chicago,IL,60603,42,"PharmaCannis Massachusetts, Inc.",465 Hoppingbrook Rd,,Holliston,MA,1746,,"50,000",3,Yes,1317349,,,,,"Tier 07: 50,0001 to 60,000 sq. ft",,,3/21/2019 0:00,-71.46205739,(-71.46205738699996,42.16423962,42.164239621000036),,,,,,1,
MP281557,MPN281557,"ACK Natural, LLC",ACK Na,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"50 Commonwealth Ave, Suite 1",,Boston,MA,2108,02108,,"50 Commonwealth Ave, Suite 1",,Boston,MA,2108,,"ACK Natural, LLC",17 -19 Spearhead Drive,,Nantucket,MA,2554,,"11,700",61,Yes,1314951,,,,,,,,12/12/2018 0:00,-70.05776172,(-70.05776172499998,41.26192543,41.261925430000076),,,,,,1,
MR282118,MRN282118,"Nature's Remedy of Massachusetts, Inc.",Nature,Marijuana Retailer,,300,"5,000",Not a DBE,3/5/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,69 Milk Street,Suite 110,Westborough,MA,1581,01581,,69 Milk Street,Suite 110,Westborough,MA,1581,,"Nature's Remedy of Massachusetts, Inc.",406 Middlesex Road,,Tyngsborough,MA,1879,,"3,700",35,Yes,1323893,,,,,,,,12/3/2018 0:00,-71.43911172,(-71.43911172199995,42.69331523,42.69331522900006),,,,,,1,
MC282217,MCN282217,Peak Limited LLC,Peak L,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,114 Jewett Street,,Georgetown,MA,1833,01833,,114 Jewett Street,,Georgetown,MA,1833,,,114 Jewett Street,,Georgetown,MA,1833,,"10,735",11,Yes,1329934,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,6/17/2019 0:00,-70.95103543,(-70.95103542799995,42.73493905,42.73493904700007),,,,,,1,
MC281884,MCN281884,NS AJO Holdings Inc.,NS AJO,Marijuana Cultivator,,600,"20,000",Not a DBE,9/10/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,67 Dana Street,Unit 1,Cambridge,MA,2138,02138,,20 Authority Drive,,Fitchburg,MA,1420,,NS AJO Holdings Inc.,20 Authority Drive,,Fitchburg,MA,1420,,"48,000",21,Yes,1345753,ETHOS CANNABIS,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,12/29/2018 0:00,-71.84729607,(-71.84729607399998,42.5515073,42.551507299000036),,,,,,1,
MR281517,MRN281517,"D2N2,LLC","D2N2,L",Marijuana Retailer,,300,"10,000",Woman-Owned Business,9/10/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,307 Main Street,P.O. Box 355,Great Barrington,MA,1230,01230,,307 Main Street,PO Box 355,Great Barrington,MA,1230,,,307 Main Street,,Great Barrington,MA,1230,,"1,900",3,Yes,1258377,Calyx Berkshire Dispensary,Great Barrington,,,,,,6/1/2018 0:00,-73.36202684,(-73.36202684499995,42.19406603,42.19406602500004),,,,,1,,
MR282350,MRN282350,"M3 Ventures, Inc.",M3 Ven,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,9 Collins Avenue,,Plymouth,MA,2360,02360,,9 Collins Avenue,,Plymouth,MA,2360,29,"M3 Ventures, Inc.",29 Echo Road,,Mashpee,MA,2469,,"1,500",11,Yes,1102121,Triple M,,,,,,,1/29/2019 0:00,-70.49619112,(-70.49619111699997,41.65784982,41.65784982100007),,,,,,1,
MR283258,MRN283258,"Calverde Naturals, LLC",Calver,Marijuana Retailer,,"1,500",0,Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,1010 Pleasant Street,,Belmont,MA,2478,02478,,10 Briarwood Lane,,WInchester,MA,1890,,,1010 Pleasant Street,,Belmont,MA,2478,,"3,860",39,Yes,1375178,,,,,,,,1/30/2020 0:00,-71.18832501,(-71.18832501199996,42.38922653,42.38922652900004),,,,,1,,
MR281796,MRN281796,Canna Provisions Inc,Canna ,Marijuana Retailer,,300,"5,000",Not a DBE,5/30/2019 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,220 Housatonic Street,,Lee,MA,1238,01238,,220 Housatonic Street,,Lee,MA,1238,,,220 Housatonic Street,,Lee,MA,1238,,"2,070",18,Yes,1325268,,,,,,,,8/12/2018 0:00,-73.24213311,(-73.24213310799996,42.29939767,42.299397673000044),,,,,,1,
MC281442,MCN281442,The Fresh Connection Boston LLC,The Fr,Marijuana Cultivator,,400,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,175-195 Kimball street,,Fitchburg,MA,1420,01420,,175-195 Kimball street,,Fitchburg,MA,1420,,,175-195 Kimball street,,Fitchburg,MA,1420,,"20,000",14,Yes,1325919,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/15/2018 0:00,-71.80602149,(-71.80602148699995,42.5827842,42.582784203000074),,,,,,1,
MC281259,MCN281259,"Resinate, Inc.",Resina,Marijuana Cultivator,,600,"5,000",Not a DBE,10/8/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,120 Gilboa Street,,Douglas,MA,1516,01516,,120 Gilboa Street,,Douglas,MA,1516,PCR Only,"Resinate, Inc.",120 Gilboa Street,,Douglas,MA,1516,,"52,000",25,Yes,1323894,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,4/17/2018 0:00,-71.69965044,(-71.69965044199995,42.08422206,42.08422206400007),,,,,,1,
MR282476,MRN282476,"Atlantic Medicinal Partners, Inc.",Atlant,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,4 Main Street,,Brockton,MA,2301,02301,,329 Washington Street,,Woburn,MA,1801,,"Atlantic Medicinal Partners, Inc.",4 Main Street,,Brockton,MA,2301,,"2,500",46,Yes,1338407,,Woburn,,,,,,3/8/2019 0:00,-71.01947467,(-71.01947467399998,42.08538816,42.08538815500003),,,,,,1,
MC281392,MCN281392,Mass Yield Cultivation LLC,Mass Y,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,8-10 Commercial Street,,Pittsfield,MA,1201,01201,,8-10 Commerical Street,,Pittsfield,MA,1201,,,8-12 COMMERICAL STREET,,Pittsfield,MA,1201,,"5,600",20,Yes,1321903,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/4/2018 0:00,-73.21742225,(-73.21742225099996,42.45365545,42.45365545300007),,,,,,1,
MC282515,MCN282515,Aspen Blue Cultures Inc.,Aspen ,Marijuana Cultivator,,"2,000","22,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,40 Forest Street,,Attleboro,MA,2703,02703,,72 Pine Street,,Providence,RI,2903,,,40 Forest Street,,Attleboro,MA,2703,,"66,000",58,Yes,1356119,Terps,,,,"Tier 05: 30,001 to 40,000 sq. ft",,,11/26/2019 0:00,-71.27418135,(-71.27418134899995,41.94566967,41.94566966600007),,,,,,1,
MR281817,MRN281817,SOLAR THERAPEUTICS,SOLAR ,Marijuana Retailer,,300,"5,000",Not a DBE,8/8/2019 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,1400 Brayton  Rd,,SOMERSET,MA,2725,02725,,1400 Brayton  Rd,,SOMERSET,MA,2725,,Solar Therapeutics Inc.,1400 Brayton  Road,,Somerset,MA,2725,,"66,000",9,Yes,1339748,,,,,,,,8/20/2018 0:00,-71.17290969,(-71.17290968599997,41.72904893,41.72904893400005),,,,,,1,
MP281550,MPN281550,Mantis Management Group,Mantis,Marijuana Product Manufacturer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,2 Juniper St,,Winchendon,MA,1475,01475,,3 Vermont Ave,,Saugus,MA,1906,,,2 Juniper St,,Winchendon,MA,1475,,"5,000",40,Yes,1353329,EastCoasterDam Gardens,,,,,,,12/2/2018 0:00,-72.04548182,(-72.04548181599995,42.68680563,42.68680563300006),,,1,,,,
MP281764,MPN281764,"Coastal Cultivars, LLC",Coasta,Marijuana Product Manufacturer,,"1,500","10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,399 Boylston St.,Sixth Floor,Boston,MA,2116,02116,,399 Boylston St.,Sixth Floor,Boston,MA,2116,,,0 Patterson Brook Road,,Wareham,MA,2576,,"100,000",17,Yes,1352314,,,,,,,,9/26/2019 0:00,-70.75065648,(-70.75065648499998,41.784799,41.78479899600006),,,1,,,,
MC282478,MCN282478,High Five Inc.,High F,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,19 Wemelco Way,,Easthampton,MA,1027,01027,,20 Hillside Lane,,Ashley Falls,MA,1222,,,19 Wemelco Way,,Easthampton,MA,1027,,"16,000",6,Yes,1429300,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,11/4/2019 0:00,-72.68983383,(-72.68983383299997,42.25371882,42.25371881500007),,,,,,1,
MP281418,MPN281418,"1620 Labs, LLC",1620 L,Marijuana Product Manufacturer,,300,"5,000","Lesbian, Gay, Bisexual, and Transgender Owned Business",,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1 Exchange Street,,Athol,MA,1331,01331,,P.O. Box 480,,Athol,MA,1331,,,1 Exchange Street,,Athol,MA,1331,,"4,832",4,Yes,1324893,,Athol,,,,,,6/25/2018 0:00,-72.23038517,(-72.23038517499998,42.59208933,42.592089331000075),,1,,,,,
MC282665,MCN282665,"Green Theory Cultivation, LLC",Green ,Marijuana Cultivator,,400,"2,500",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,845 Pleasant Street,,Lee,MA,1238,01238,,41 Pine Ridge Road,,Eastman,GA,31023,,,845 Pleasant Street,,Lee,MA,1238,,"18,000",11,Yes,1378969,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,2/26/2020 0:00,-73.25708558,(-73.25708558499997,42.27865833,42.27865833000004),,,1,,,,
MP281749,MPN281749,Frozen 4 Corporation,Frozen,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,618 Columbia Road,,Dorchester,MA,2125,02125,,8 Bayridge Lane,,Duxbury,MA,2332,,,985 Plain Street,,Marshfield,MA,2050,,"11,500",79,Yes,1352375,,,,,,,,8/21/2019 0:00,-70.75861887,(-70.75861886599995,42.10628005,42.10628004800003),,,,,,1,
MP281633,MPN281633,Royalston Farm LLC,Royals,Marijuana Product Manufacturer,,0,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1 Valley Drive,,Templeton,MA,1438,01438,,130 South Royalston Road,,Royalston,MA,1368,,,1 Valley Drive,,Templeton,MA,1438,,"14,000",15,Yes,1351070,,,,,,,,3/29/2019 0:00,-72.02017207,(-72.02017207299997,42.57445565,42.57445565100005),,,,,,1,
MP281424,MPN281424,Theory Wellness Inc,Theory,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,4/4/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,1050 Elm St,,Bridgewater,MA,2324,02324,,38 Montvale Ave,Suite 210,Stoneham,MA,2180,12,Theory Wellness Inc.,1050 Elm Street,,Bridgewater,MA,2324,,700,4,Yes,1328993,,,,,,,,6/30/2018 0:00,-71.02179376,(-71.02179376299995,41.98046469,41.980464694000034),,,,,,1,
MR281663,MRN281663,Witch City Gardens LLC,Witch ,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,36-38 Jefferson Ave,,Salem,MA,1970,01970,,36-38 Jefferson Ave,,Salem,MA,1970,,,36-38 Jefferson Ave,,Salem,MA,1970,,"14,000",7,Yes,1319661,,,,,,,,6/27/2018 0:00,-70.90049305,(-70.90049305499997,42.51444973,42.51444973200006),,,,,,1,
MR282819,MRN282819,"Bask, Inc.","Bask, ",Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,2 Pequod Road,,Fairhaven,MA,2719,02719,,2 Pequod Road,,Fairhaven,MA,2719,16,"Bask, Inc.",400 Winthrop Street,,Taunton,MA,2780,,"2,100",25,Yes,1383591,,,,,,,,6/28/2019 0:00,-71.13471495,(-71.13471494599997,41.88595514,41.88595514400004),,,,,,1,
MR281863,MRN281863,Just Healthy LLC,Just H,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,58 Pleasant Street,,Northampton,MA,1060,01060,,202 State Street,,Northampton,MA,1060,,"Just Healthy, LLC",58 Pleasant Street,,Northampton,MA,1060,,"5,215",103,Yes,1316877,The Source,Northampton,,,,,,9/5/2018 0:00,-72.62855952,(-72.62855952299998,42.31905361,42.31905361300005),,,,,,1,
MP281369,MPN281369,JOLO CAN LLC,JOLO C,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,80 Eastern Avenue,,Chelsea,MA,2150,02150,,80 Eastern Avenue,,Chelsea,MA,2150,,,80 Eastern Avenue,,Chelsea,MA,2150,,"34,950",180,Yes,1325941,,,,,,,,5/31/2018 0:00,-71.02365288,(-71.02365288499993,42.3899511,42.389951103000044),,,,,,1,
MR283204,MRN283204,"New Leaf Enterprises, Inc.",New Le,Marijuana Retailer,,0,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,360 Second Street,,Fall River,MA,2721,02721,,360 Second Street,,Fall River,MA,2721,,,2629 South Main Street,,Fall River,MA,2721,,"2,121",30,Yes,1389777,,,,,,,,12/26/2019 0:00,-71.18414739,(-71.18414738699994,41.67366136,41.67366135900005),,,,,,1,
MC282426,MCN282426,"Emerald Grove, Inc.",Emeral,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,31 Sadies Way,,Harwich,MA,2645,02645,,31 Sadies Way,,Harwich,MA,2645,Provisional Certificate of Registration (PCR) only,"Emerald Grove, Inc.",370 Wareham Street,"Lot 2, Building #3",Middleborough,MA,2346,,"7,500",40,Yes,1355949,,,,,"Tier 01: up to 5,000 square feet",,,10/1/2019 0:00,-70.86389238,(-70.86389238499999,41.85752134,41.85752133900007),,,,,,1,
MC282148,MCN282148,Impressed LLC,Impres,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,15 Commercial Waye,,Hanson,MA,2341,02341,,10 Stonegate Lane,,Dover,MA,2030,,,15 Commercial Waye,,Hanson,MA,2341,,"13,000",12,Yes,1382221,,Dover,,,"Tier 03: 10,001 to 20,000 sq. ft",,,5/14/2019 0:00,-70.9045483,(-70.90454830399995,42.05184311,42.05184310800007),,,,,,1,
MR283168,MRN283168,"Union Twist, Inc.",Union ,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,630 Worcester Road,,Framingham,MA,1702,01702,,"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,2110,,,1158 Beacon Street,,Newton,MA,2461,,"2,290",38,Yes,1353659,,,,,,,,12/5/2019 0:00,-71.21027093,(-71.21027092999998,42.33075584,42.33075583900006),,,,,,1,
MR282824,MRN282824,Mint Dispensary Facilities II LLC,Mint D,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1035 South Street,,Pittsfield,MA,1201,01201,,21001 N Tatum Blvd #1630-486,,Phoenix,AZ,85050,,,1035 South Street,,Pittsfield,MA,1201,,"9,544",6,Yes,1382048,,,,,,,,7/1/2019 0:00,-73.26325936,(-73.26325935899996,42.40779974,42.40779973700006),,,,,,1,
MP281517,MPN281517,"Beacon Compassion, Inc",Beacon,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,900 Washington Street,Ste A,Norwood,MA,2062,02062,,900 Washington Street,Ste A,Norwood,MA,2062,,"Beacon Compassion, Inc",30 Franklin R McKay Road,,Attleboro,MA,2703,,"88,000",18,Yes,1347954,,,,,,,,10/18/2018 0:00,-71.31958218,(-71.31958217899995,41.91995671,41.919956711000054),,,,,,1,
MC281723,MCN281723,"27 Broom Street, LLC",27 Bro,Marijuana Cultivator,,300,"22,500",Not a DBE,6/4/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,26 Brookside Drive,,Feeding Hills,MA,1030,01030,,26 Brookside Drive,,Feeding Hills,MA,1030,,,27 Broom Street,,Plainfield,MA,1070,,"100,000",9,I Don't Know,1263845,,,,,"Tier 10: 80,001 to 90,000 sq. ft",,,9/19/2018 0:00,-72.90009245,(-72.90009244899994,42.51049373,42.51049372500006),,,,,,1,
MR282318,MRN282318,HIGHMINDED LLC,HIGHMI,Marijuana Retailer,,300,"10,000","Lesbian, Gay, Bisexual, and Transgender Owned Business",11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,126 Main Street,,Great Barrington,MA,1230,01230,,126 Main Street,,Great Barrington,MA,1230,,,126 Main Street,,Great Barrington,MA,1230,,"1,827",20,Yes,1332869,FARNSWORTH,Great Barrington,,,,,,1/22/2019 0:00,-73.36040713,(-73.36040712599998,42.19947227,42.19947226900007),,1,,,,,
